Name,Code
SK케미칼,285130
SK오션플랜트,100090
미래에셋증권2우B,00680K
세아베스틸지주,001430
LS에코에너지,229640
코오롱인더,120110
롯데웰푸드,280360
SNT에너지,100840
롯데렌탈,089860
태광산업,003240
롯데리츠,330590
DL,000210
롯데정밀화학,004000
한샘,009240
쿠쿠홀딩스,192400
가온전선,000500
삼성화재우,000815
NHN,181710
ESR켄달스퀘어리츠,365550
효성티앤씨,298020
KB발해인프라,415640
지역난방공사,071320
SK디스커버리,006120
대덕전자,353200
SK네트웍스,001740
세방전지,004490
교보증권,030610
NICE평가정보,030190
GKL,114090
STX엔진,077970
SNT홀딩스,036530
SNT모티브,064960
LX세미콘,108320
프레스티지바이오파마,950210
동원시스템즈,014820
율촌화학,008730
HS효성첨단소재,298050
세아제강지주,003030
동원F&B,049770
CJ CGV,079160
DI동일,001530
SK이터닉스,475150
하나투어,039130
영풍,000670
대상,001680
솔루엠,248070
이노션,214320
한화3우B,00088K
빙그레,005180
미원상사,002840
녹십자홀딩스,005250
케이카,381970
F&F홀딩스,007700
동아쏘시오홀딩스,000640
삼양홀딩스,000070
HJ중공업,097230
파미셀,005690
유안타증권,003470
한화리츠,451800
세진중공업,075580
미원에스씨,268280
GS피앤엘,499790
보령,003850
전진건설로봇,079900
덴티움,145720
KG모빌리티,003620
한화손해보험,000370
TKG휴켐스,069260
풍산홀딩스,005810
현대홈쇼핑,057050
아세아,002030
한국단자,025540
LG전자우,066575
태영건설,009410
신한알파리츠,293940
신풍제약,019170
대한유화,006650
LX홀딩스,383800
금양,001570
코스모화학,005420
아이에스동서,010780
일진하이솔루스,271940
카프로,006380
KG스틸,016380
쿠쿠홈시스,284740
코오롱,002020
일동제약,249420
케이씨텍,281820
솔루스첨단소재,336370
넥센타이어,002350
애경케미칼,161000
대한해운,005880
LF,093050
PI첨단소재,178920
신성통상,005390
삼천리,004690
한국쉘석유,002960
E1,017940
부국증권,001270
유니드,014830
현대그린푸드,453340
롯데손해보험,000400
제주은행,006220
삼양사,145990
제주항공,089590
풀무원,017810
동국제강,460860
한일홀딩스,003300
퍼시스,016800
현대차증권,001500
HD현대에너지솔루션,322000
바이오노트,377740
한국금융지주우,071055
CJ4우(전환),00104K
엠씨넥스,097520
세아홀딩스,058650
JW중외제약,001060
YG PLUS,037270
후성,093370
KCC글라스,344820
OCI,456040
대신증권우,003545
TCC스틸,002710
NICE,034310
비에이치,090460
제이알글로벌리츠,348950
고려제강,002240
콜마홀딩스,024720
신도리코,029530
SPC삼립,005610
아세아시멘트,183190
지누스,013890
세아제강,306200
DS단석,017860
진에어,272450
화승엔터프라이즈,241590
아모레퍼시픽우,090435
삼아알미늄,006110
동아에스티,170900
조광피혁,004700
명신산업,009900
애경산업,018250
코람코라이프인프라리츠,357120
쏘카,403550
맵스리얼티1,094800
스틱인베스트먼트,026890
흥아해운,003280
한세실업,105630
신대양제지,016590
넥스틸,092790
신세계인터내셔날,031430
한전산업,130660
드림텍,192650
해성디에스,195870
KB스타리츠,432320
삼성FN리츠,448730
더본코리아,475560
티웨이항공,091810
영진약품,003520
디아이,003160
자화전자,033240
대한제강,084010
SBS,034120
농심홀딩스,072710
BGF,027410
현대차3우B,005389
DB증권,016610
현대퓨처넷,126560
사조대림,003960
남양유업,003920
엘브이엠씨홀딩스,900140
HL홀딩스,060980
대상홀딩스,084690
한섬,020000
국도화학,007690
남해화학,025860
SGC에너지,005090
KISCO홀딩스,001940
두산2우B,000157
이아이디,093230
한일현대시멘트,006390
INVENI,015360
유나이티드제약,033270
넥센,005720
한국철강,104700
서연이화,200880
현대코퍼레이션,011760
유진투자증권,001200
SIMPAC,009160
일성아이에스,003120
아세아제지,002310
부광약품,003000
제이에스코퍼레이션,194370
수산인더스트리,126720
롯데이노베이트,286940
NH투자증권우,005945
동양철관,008970
SK증권,001510
광동제약,009290
백산,035150
서울가스,017390
KG케미칼,001390
신성이엔지,011930
화신,010690
한국토지신탁,034830
선진,136490
LS네트웍스,000680
삼영무역,002810
한진,002320
한국자산신탁,123890
노루홀딩스,000320
케이씨,029460
흥국화재,000540
잇츠한불,226320
대원제약,003220
모토닉,009680
일진홀딩스,015860
KPX홀딩스,092230
이리츠코크렙,088260
디앤디플랫폼리츠,377190
아이마켓코리아,122900
한국화장품제조,003350
삼진제약,005500
LX하우시스,108670
세방,004360
대덕,008060
대한제당,001790
동국홀딩스,001230
삼화콘덴서,001820
DB,012030
휴스틸,005010
LG생활건강우,051905
코리아써키트,007810
PKC,001340
송원산업,004430
대신밸류리츠,0030R0
JW홀딩스,096760
토니모리,214420
포스코스틸리온,058430
CR홀딩스,000480
대동,000490
대한제분,001130
에이블씨엔씨,078520
교촌에프앤비,339770
일양약품,007570
종근당홀딩스,001630
웅진,016880
광주신세계,037710
KPX케미칼,025000
HDC랩스,039570
코오롱ENP,138490
BYC,001460
성신양회,004980
화승인더,006060
하이트진로홀딩스,000140
웅진씽크빅,095720
서연,007860
KSS해운,044450
에어부산,298690
일신방직,003200
한농화성,011500
사조산업,007160
HS효성,487570
신세계 I&C,035510
우진,105840
스카이라이프,053210
대성에너지,117580
알루코,001780
이지스밸류플러스리츠,334890
환인제약,016580
삼일제약,000520
GS글로벌,001250
TYM,002900
이월드,084680
퍼스텍,010820
한화갤러리아,452260
도화엔지니어링,002150
LG헬로비전,037560
한양증권,001750
서흥,008490
삼영전자,005680
대원강업,000430
무학,033920
동아지질,028100
코람코더원리츠,417310
대원전선,006340
이연제약,102460
롯데하이마트,071840
동성케미컬,102260
한미글로벌,053690
해태제과식품,101530
제일약품,271980
하나제약,293480
삼양패키징,272550
삼익THK,004380
다올투자증권,030210
경방,000050
삼성SDI우,006405
한솔제지,213500
신한서부티엔디리츠,404990
대성산업,128820
에이프로젠,007460
조일알미늄,018470
대교,019680
미창석유,003650
JW생명과학,234080
진원생명과학,011000
모나용평,070960
한국공항,005430
CJ제일제당 우,097955
콘텐트리중앙,036420
AJ네트웍스,095570
동화약품,000020
CJ우,001045
한솔테크닉스,004710
현대비앤지스틸,004560
경농,002100
LG우,003555
금호석유화학우,011785
그린케미칼,083420
대신증권2우B,003547
일진다이아,081000
미원화학,134380
동국씨엠,460850
진양홀딩스,100250
코스맥스비티아이,044820
SK디앤디,210980
삼성전기우,009155
코오롱글로벌,003070
삼성출판사,068290
대한화섬,003830
삼성물산우B,02826K
신원,009270
노루페인트,090350
삼화전기,009470
에스엠벡셀,010580
방림,003610
한국석유,004090
조선내화,462520
대창단조,015230
이구산업,025820
계룡건설,013580
무림P&P,009580
미원홀딩스,107590
티와이홀딩스,363280
한세예스24홀딩스,016450
KCTC,009070
유니켐,011330
삼화페인트,000390
코오롱모빌리티그룹,450140
한국화장품,123690
S-Oil우,010955
삼양통상,002170
한국주철관,000970
강남제비스코,000860
DH오토넥스,000300
NPC,004250
한독,002390
디아이씨,092200
일신석재,007110
이수화학,005950
현대리바트,079430
아모레퍼시픽홀딩스3우C,00279K
유화증권,003460
한국제지,027970
대동전자,008110
남선알미늄,008350
신라교역,004970
사조동아원,008040
태경산업,015890
아주스틸,139990
KEC,092220
유수홀딩스,000700
디씨엠,024090
AK홀딩스,006840
효성ITX,094280
경동인베스트,012320
대성홀딩스,016710
인스코비,006490
동양,001520
디와이파워,210540
이지스레지던스리츠,350520
삼성제약,001360
한진중공업홀딩스,003480
효성화학,298000
동방,004140
신세계푸드,031440
벽산,007210
대호에이엘,069460
태림포장,011280
경인양행,012610
태경비케이,014580
NH올원리츠,400760
키다리스튜디오,020120
에이플러스에셋,244920
제일파마홀딩스,002620
우신시스템,017370
텔코웨어,078000
자이에스앤디,317400
삼영,003720
사조씨푸드,014710
KH 필룩스,033180
휴니드,005870
금강공업,014280
대창,012800
샘표,007540
신흥,004080
금호에이치티,214330
종근당바이오,063160
아시아나IDT,267850
한국무브넥스,010100
한솔홀딩스,004150
HS애드,035000
대영포장,014160
세아특수강,019440
미래에셋증권우,006805
HLB글로벌,003580
페이퍼코리아,001020
조선선재,120030
HDC현대EP,089470
화천기계,010660
금호건설,002990
동부건설,005960
현대약품,004310
경보제약,214390
에이프로젠바이오로직스,003060
유니퀘스트,077500
SJG세종,033530
유한양행우,000105
태경케미컬,006890
DKME,015590
극동유화,014530
샘표식품,248170
와이투솔루션,011690
경동도시가스,267290
신영와코루,005800
한신기계,011700
한국수출포장,002200
씨케이솔루션,480370
하이스틸,071090
디와이,013570
크라운해태홀딩스,005740
크라운제과,264900
현대코퍼레이션홀딩스,227840
삼익악기,002450
인천도시가스,034590
수산세보틱스,017550
KTcs,058850
삼성공조,006660
동남합성,023450
성창기업지주,000180
광전자,017900
형지엘리트,093240
세이브존I&C,067830
STX,011810
진흥기업,002780
두올,016740
HS화성,002460
동일산업,004890
아남전자,008700
세원정공,021820
휴비스,079980
미래에셋글로벌리츠,396690
NI스틸,008260
DRB동일,004840
CJ씨푸드,011150
팜스코,036580
황금에스티,032560
삼원강재,023000
일동홀딩스,000230
신일전자,002700
만호제강,001080
KC코트렐,119650
HL D&I,014790
CS홀딩스,000590
국제약품,002720
동일고무벨트,163560
한신공영,004960
KTis,058860
인바이오젠,101140
한국내화,010040
제일연마,001560
모나리자,012690
부산산업,011390
화승코퍼레이션,013520
인지컨트롤스,023800
신송홀딩스,006880
사조오양,006090
덕성,004830
인디에프,014990
조흥,002600
동인기연,111380
SK우,03473K
팜젠사이언스,004720
SK이노베이션우,096775
영보화학,014440
무림페이퍼,009200
한국특강,007280
인터지스,129260
남광토건,001260
삼화전자,011230
NH프라임리츠,338100
동방아그로,007590
한솔로지스틱스,009180
태양금속,004100
삼호개발,010960
대현,016090
일성건설,013360
디와이덕양,024900
오리엔트바이오,002630
비상교육,100220
한컴라이프케어,372910
삼부토건,001470
GS우,078935
삼화왕관,004450
두산퓨얼셀1우,33626K
깨끗한나라,004540
지엠비코리아,013870
호전실업,111110
아이티센씨티에스,031820
아모레퍼시픽홀딩스우,002795
부국증권우,001275
IHQ,003560
조광페인트,004910
유유제약,000220
기신정기,092440
남양유업우,003925
유니온,000910
상상인증권,001290
SG글로벌,001380
TP,007980
진양산업,003780
금호전기,001210
한일철강,002220
한화솔루션우,009835
삼정펄프,009770
티웨이홀딩스,004870
평화홀딩스,010770
테이팩스,055490
대림바스,005750
화천기공,000850
고려산업,002140
쌍방울,102280
유니온머티리얼,047400
DL이앤씨2우(전환),37550L
유엔젤,072130
조비,001550
대양금속,009190
새론오토모티브,075180
동원금속,018500
혜인,003010
성안머티리얼스,011300
SG세계물산,004060
세원이앤씨,091090
미래에셋맵스리츠,357250
대구백화점,006370
써니전자,004770
서원,021050
코오롱인더우,120115
까뮤이앤씨,013700
삼일씨엔에스,004440
엔케이,085310
신한글로벌액티브리츠,481850
보해양조,000890
상신브레이크,041650
갤럭시아에스엠,011420
화승알앤에이,378850
DSR,155660
유성기업,002920
인팩,023810
천일고속,000650
보락,002760
평화산업,090080
SK케미칼우,28513K
제이준코스메틱,025620
금비,008870
시디즈,134790
현대건설우,000725
전방,000950
영흥,012160
한솔홈데코,025750
이건산업,008250
서울식품,004410
롯데칠성우,005305
영풍제지,006740
씨아이테크,004920
STX그린로지스,465770
대유에이텍,002880
DYP,092780
마니커,027740
메타케어,118000
SB성보,003080
한국종합기술,023350
다스코,058730
엑시큐어하이트론,019490
명문제약,017180
SJM,123700
SJM홀딩스,025530
케이비아이동국실업,001620
BYC우,001465
선도전기,007610
범양건영,002410
DSR제강,069730
티에이치엔,019180
플레이그램,009810
SH에너지화학,002360
SK디스커버리우,006125
우성,006980
DL이앤씨우,37550K
웰바이오텍,010600
신풍제약우,019175
아진전자부품,009320
문배철강,008420
유화증권우,003465
부국철강,026940
에쓰씨엔지니어링,023960
유안타증권우,003475
마스턴프리미어리츠,357430
미래산업,025560
케이탑리츠,145270
광명전기,017040
씨티알모빌리티,308170
DL우,000215
유니드비티플러스,446070
일진디스플,020760
영화금속,012280
주성코퍼레이션,109070
진양화학,051630
한창제지,009460
대림통상,006570
한익스프레스,014130
한세엠케이,069640
우진플라임,049800
신풍,002870
진양폴리,010640
MH에탄올,023150
계양전기,012200
모나미,005360
남성,004270
한솔PNS,010420
부산주공,005030
에넥스,011090
한화투자증권우,003535
핸즈코퍼레이션,143210
이엔플러스,074610
대원화성,024890
온타이드,005320
원림,005820
세방우,004365
화인베스틸,133820
SUN&L,002820
체시스,033250
이화산업,000760
호텔신라우,008775
대한방직,001070
한국전자홀딩스,006200
두산퓨얼셀2우B,33626L
메타랩스,090370
비비안,002070
국보,001140
세기상사,002420
경인전자,009140
동일제강,002690
세우글로벌,013000
솔루스첨단소재1우,33637K
다이나믹디자인,145210
한성기업,003680
주연테크,044380
WISCOM,024070
KR모터스,000040
아센디오,012170
TBH글로벌,084870
미래아이앤지,007120
태원물산,001420
코아스,071950
윌비스,008600
이스타코,015020
동원수산,030720
대한항공우,003495
성문전자,014910
한창,005110
동성제약,002210
롯데지주우,00499K
대교우B,019685
녹십자홀딩스2우,005257
코오롱우,002025
진도,088790
동양고속,084670
대상우,001685
SHD,001770
참엔지니어링,009310
한국주강,025890
넥센타이어1우B,002355
에이엔피,015260
LX하우시스우,108675
우진아이엔에스,010400
한진칼우,18064K
코리아써우,007815
하이트진로2우B,000087
대덕전자1우,35320K
KC그린홀딩스,009440
한국ANKOR유전,152550
넥센우,005725
대한제당우,001795
스타에스엠리츠,204210
솔루스첨단소재2우B,33637L
에이리츠,140910
NPC우,004255
일정실업,008500
JW중외제약2우B,001067
삼양사우,145995
LX홀딩스1우,38380K
삼양홀딩스우,000075
대상홀딩스우,084695
유유제약1우,000225
덕성우,004835
코오롱글로벌우,003075
태양금속우,004105
코오롱모빌리티그룹우,45014K
대덕1우,00806K
JW중외제약우,001065
대원전선우,006345
한양증권우,001755
성신양회우,004985
SK증권우,001515
크라운제과우,26490K
노루홀딩스우,000325
티와이홀딩스우,36328K
흥국화재우,000545
노루페인트우,090355
한화갤러리아우,45226K
일양약품우,007575
하이트진로홀딩스우,000145
크라운해태홀딩스우,005745
동원시스템즈우,014825
코리아써키트2우B,00781K
깨끗한나라우,004545
동부건설우,005965
금강공업우,014285
계양전기우,012205
남선알미우,008355
태영건설우,009415
CJ씨푸드1우,011155
유유제약2우B,000227
금호건설우,002995
진흥기업우B,002785
서울식품우,004415
동양우,001525
동양2우B,001527
성문전자우,014915
진흥기업2우B,002787
