Name,Code
셀바스AI,108860
파트론,091700
동운아나텍,094170
칩스앤미디어,094360
인화정공,101930
지노믹트리,228760
인투셀,287840
노바렉스,194700
셀비온,308430
폰드그룹,472850
한국비엔씨,256840
삼표시멘트,038500
GST,083450
인벤티지랩,389470
JTC,950170
비보존 제약,082800
바텍,043150
큐리언트,115180
엔젤로보틱스,455900
CJ프레시웨이,051500
큐렉소,060280
한국정보통신,025770
휴온스,243070
미래에셋벤처투자,100790
가비아,079940
미래나노텍,095500
덕산테코피아,317330
에이직랜드,445090
노머스,473980
에이디테크놀로지,200710
한양이엔지,045100
에이스침대,003800
에이치브이엠,295310
넵튠,217270
켐트로닉스,089010
대아티아이,045390
바디텍메드,206640
에코마케팅,230360
피아이이,452450
하림,136480
지씨셀,144510
인바디,041830
토모큐브,475960
HLB테라퓨틱스,115450
제이브이엠,054950
아이티엠반도체,084850
강원에너지,114190
기가비스,420770
한중엔시에스,107640
에스티아이,039440
리파인,377450
한국정보인증,053300
다원시스,068240
중앙첨단소재,051980
프로텍,053610
삼목에스폼,018310
네오팜,092730
에이유브랜즈,481070
원익머트리얼즈,104830
에스에이엠티,031330
석경에이티,357550
KG이니시스,035600
KG에코솔루션,151860
에스앤디,260970
뉴엔AI,463020
듀켐바이오,176750
폴라리스오피스,041020
바이오비쥬,489460
프레스티지바이오로직스,334970
CMG제약,058820
마녀공장,439090
매일유업,267980
KH바텍,060720
오픈엣지테크놀로지,394280
샘씨엔에스,252990
현대바이오,048410
휴림로봇,090710
제닉,123330
대화제약,067080
필에너지,378340
AP시스템,265520
킵스파마,256940
잉글우드랩,950140
소룩스,290690
LS증권,078020
상아프론테크,089980
아주IB투자,027360
온코닉테라퓨틱스,476060
아이패밀리에스씨,114840
앱트뉴로사이언스,270520
동원개발,013120
인탑스,049070
제일일렉트릭,199820
제이오,418550
아이스크림미디어,461300
클리오,237880
오리엔탈정공,014940
유니테스트,086390
진성티이씨,036890
네패스,033640
오상헬스케어,036220
유진기업,023410
브이엠,089970
슈어소프트테크,298830
나이벡,138610
미래반도체,254490
로보스타,090360
디오,039840
뉴로메카,348340
대양전기공업,108380
애니플러스,310200
티엘비,356860
자람테크놀로지,389020
엠아이텍,179290
인터로조,119610
비덴트,121800
뷰노,338220
토비스,051360
스맥,099440
한솔아이원스,114810
우진엔텍,457550
씨메스,475400
HLB이노베이션,024850
인트로메딕,150840
디아이티,110990
해성산업,034810
아스트,067390
시너지이노베이션,048870
윤성에프앤씨,372170
우양에이치씨,101970
나이스정보통신,036800
펨트론,168360
더블유씨피,393890
이트론,096040
큐브엔터,182360
에스바이오메딕스,304360
한국캐피탈,023760
툴젠,199800
인선이엔티,060150
동방메디컬,240550
세경하이테크,148150
로킷헬스케어,376900
뉴파워프라즈마,144960
제테마,216080
GRT,900290
슈프리마,236200
풍원정밀,371950
제넥신,095700
이스트소프트,047560
안트로젠,065660
싸이닉솔루션,234030
피에이치에이,043370
케이티알파,036030
압타바이오,293780
파멥신,208340
골프존홀딩스,121440
이지홀딩스,035810
사피엔반도체,452430
앱클론,174900
모트렉스,118990
디지털대성,068930
넥써쓰,205500
KZ정밀,036560
유니슨,018000
하이비젼시스템,126700
대원산업,005710
비츠로테크,042370
아나패스,123860
아미코젠,092040
LB세미콘,061970
나우로보틱스,459510
케이프,064820
박셀바이오,323990
쓰리빌리언,394800
뉴로핏,380550
유니셈,036200
에이비온,203400
엑스게이트,356680
푸른소나무,057880
아톤,158430
오가노이드사이언스,476040
동국산업,005160
에치에프알,230240
원일티엔아이,136150
모두투어,080160
네오위즈홀딩스,042420
엣지파운드리,105550
디와이피엔에프,104460
와이씨켐,112290
퀄리타스반도체,432720
나무가,190510
한국알콜,017890
브릿지바이오테라퓨틱스,288330
헥토이노베이션,214180
인터플렉스,051370
에브리봇,270660
국전약품,307750
티로보틱스,117730
티엑스알로보틱스,484810
텔레칩스,054450
웹케시,053580
파이버프로,368770
지니언스,263860
동양이엔피,079960
SG,255220
디앤씨미디어,263720
마이크로디지탈,305090
KG모빌리언스,046440
탑머티리얼,360070
서호전기,065710
성우,458650
바이오솔루션,086820
지씨지놈,340450
멀티캠퍼스,067280
그래디언트,035080
어보브반도체,102120
엑세스바이오,950130
뷰웍스,100120
노바텍,285490
금화피에스시,036190
이크레더블,092130
유비케어,032620
이화전기,024810
티씨머티리얼즈,125020
엔케이맥스,182400
아바코,083930
삼양엔씨켐,482630
대한약품,023910
이수앱지스,086890
미투온,201490
네패스아크,330860
나인테크,267320
삼지전자,037460
로체시스템즈,071280
에스오에스랩,464080
BGF에코머티리얼즈,126600
와이지-원,019210
덕산하이메탈,077360
레드캡투어,038390
KX,122450
한라IMS,092460
아우토크립트,331740
프로티나,468530
이엠텍,091120
오로라,039830
씨에스베어링,297090
현대사료,016790
이랜텍,054210
엠케이전자,033160
에이스테크,088800
청담글로벌,362320
이지바이오,353810
경동제약,011040
인포바인,115310
에스텍,069510
흥구석유,024060
와이즈넛,096250
이니텍,053350
모다이노칩,080420
AP위성,211270
마이크로컨텍솔,098120
휴마시스,205470
엘오티베큠,083310
젝시믹스,337930
DSC인베스트먼트,241520
케이에스피,073010
디에스케이,109740
KT나스미디어,089600
하나기술,299030
오로스테크놀로지,322310
와이솔,122990
톱텍,108230
비나텍,126340
아이디스,143160
헥토파이낸셜,234340
유비쿼스홀딩스,078070
지투파워,388050
폴라리스AI,039980
드림시큐리티,203650
인피니트헬스케어,071200
코세스,089890
아가방컴퍼니,013990
엠에스오토텍,123040
랩지노믹스,084650
블루엠텍,439580
더네이쳐홀딩스,298540
파워로직스,047310
플리토,300080
엔알비,475230
사람인,143240
슈피겐코리아,192440
아이씨티케이,456010
쇼박스,086980
포바이포,389140
동신건설,025950
녹십자웰빙,234690
HB테크놀러지,078150
에스와이,109610
비트맥스,377030
HB솔루션,297890
마크로젠,038290
그리드위즈,453450
메타바이오메드,059210
와이바이오로직스,338840
국보디자인,066620
동국생명과학,303810
코텍,052330
한국파마,032300
티케이케미칼,104480
알서포트,131370
바이오에프디엔씨,251120
케이엔솔,053080
코다코,046070
켄코아에어로스페이스,274090
큐알티,405100
지어소프트,051160
삼보판지,023600
디이엔티,079810
에스피소프트,443670
NICE인프라,063570
동국S&C,100130
엑셈,205100
보성파워텍,006910
원익피앤이,217820
이노스페이스,462350
디엔에프,092070
대동기어,008830
컴투스홀딩스,063080
위지윅스튜디오,299900
윈스테크넷,136540
범한퓨얼셀,382900
탑런토탈솔루션,336680
현대이지웰,090850
한일사료,005860
대봉엘에스,078140
제노코,361390
이노와이어리스,073490
알멕,354320
제이엘케이,322510
크레버스,096240
신흥에스이씨,243840
에스엠씨지,460870
일진파워,094820
서울옥션,063170
씨티씨바이오,060590
라온텍,418420
DMS,068790
티이엠씨,425040
에코플라스틱,038110
엘앤케이바이오,156100
고려신용정보,049720
원준,382840
에이럭스,475580
휴먼테크놀로지,175140
케이알엠,093640
현대바이오랜드,052260
덱스터,206560
테고사이언스,191420
푸른저축은행,007330
케이엔제이,272110
아모텍,052710
와이엠티,251370
제이스코홀딩스,023440
파세코,037070
에어레인,163280
자이언트스텝,289220
동구바이오제약,006620
매일홀딩스,005990
현대에버다임,041440
버킷스튜디오,066410
메드팩토,235980
선진뷰티사이언스,086710
드림어스컴퍼니,060570
YTN,040300
산돌,419120
오스테오닉,226400
코윈테크,282880
헬릭스미스,084990
대보마그네틱,290670
한컴위드,054920
한양디지텍,078350
엠에스씨,009780
좋은사람들,033340
서울바이오시스,092190
레뷰코퍼레이션,443250
인트론바이오,048530
도이치모터스,067990
KT밀리의서재,418470
스튜디오미르,408900
코리아에프티,123410
워트,396470
샌즈랩,411080
이랜시스,264850
알에스오토메이션,140670
포니링크,064800
미래컴퍼니,049950
마음AI,377480
농우바이오,054050
팜스토리,027710
한국경제TV,039340
디케이티,290550
조이시티,067000
일승,333430
대진첨단소재,393970
에이치이엠파마,376270
컨텍,451760
메가스터디,072870
PS일렉트로닉스,332570
이엠코리아,095190
엑시콘,092870
아이텍,119830
링크솔루션,474650
싸이맥스,160980
모티브링크,463480
코츠테크놀로지,448710
하이텍팜,106190
CJ 바이오사이언스,311690
시스웍,269620
에스비비테크,389500
광무,029480
고스트스튜디오,950190
CSA 코스믹,083660
CG인바이츠,083790
코아시아,045970
양지사,030960
한선엔지니어링,452280
티쓰리,204610
엠게임,058630
라파스,214260
HC보광산업,225530
세보엠이씨,011560
에스와이스틸텍,365330
에르코스,435570
미스터블루,207760
삼륭물산,014970
MDS테크,086960
오성첨단소재,052420
SM C&C,048550
루미르,474170
이엔셀,456070
티움바이오,321550
진로발효,018120
나우IB,293580
아바텍,149950
선광,003100
네오이뮨텍,950220
초록뱀미디어,047820
대원미디어,048910
새빗켐,107600
쎌바이오텍,049960
SBI인베스트먼트,019550
라온시큐어,042510
비씨엔씨,146320
메카로,241770
와이엔텍,067900
엑스페릭스,317770
퓨런티어,370090
이브이첨단소재,131400
SGA,049470
특수건설,026150
유비쿼스,264450
딥노이드,315640
유니트론텍,142210
태웅로직스,124560
엘티씨,170920
아이디스홀딩스,054800
리드코프,012700
스마트레이더시스템,424960
에프엔에스테크,083500
케이옥션,102370
퓨처코어,151910
코웰패션,033290
KT지니뮤직,043610
제룡산업,147830
케이엔알시스템,199430
셀리드,299660
이지케어텍,099750
씨앤지하이테크,264660
HLB바이오스텝,278650
오킨스전자,080580
금양그린파워,282720
디알텍,214680
우수AMS,066590
아셈스,136410
원익,032940
핑거,163730
에이치엔에스하이텍,044990
위메이드플레이,123420
풍국주정,023900
세운메디칼,100700
빅텍,065450
옵투스제약,131030
빅솔론,093190
타이거일렉,219130
엘케이켐,489500
삼아제약,009300
화성밸브,039610
이닉스,452400
솔본,035610
웨이비스,289930
인텍플러스,064290
위닉스,044340
플래스크,041590
에이텍,045660
유아이엘,049520
에이티넘인베스트,021080
엔바이오니아,317870
온코크로스,382150
크리스탈신소재,900250
켐트로스,220260
레이,228670
메쎄이상,408920
오르비텍,046120
아이엠비디엑스,461030
삐아,451250
다산네트웍스,039560
지앤비에스 에코,382800
나노엔텍,039860
크리스에프앤씨,110790
알체라,347860
테라젠이텍스,066700
씨티케이,260930
LB인베스트먼트,309960
그린리소스,402490
KCC건설,021320
수젠텍,253840
코리아나,027050
비아이매트릭스,413640
한스바이오메드,042520
아모그린텍,125210
세명전기,017510
휴비츠,065510
아진산업,013310
하이드로리튬,101670
베뉴지,019010
레이언스,228850
한빛레이저,452190
셀바스헬스케어,208370
우리바이오,082850
FSN,214270
엠디바이스,226590
케이씨에스,115500
상신이디피,091580
이녹스,088390
제이아이테크,417500
유성티엔에스,024800
메디아나,041920
퓨릿,445180
내츄럴엔도텍,168330
뉴프렉스,085670
새로닉스,042600
비아트론,141000
이건홀딩스,039020
시지메드텍,056090
티에스아이,277880
나노팀,417010
LS티라유텍,322180
리메드,302550
서원인텍,093920
엠플러스,259630
꿈비,407400
에스트래픽,234300
상상인,038540
에스유앤피,019590
오이솔루션,138080
모베이스전자,012860
대한뉴팜,054670
예스24,053280
우리손에프앤지,073560
제이씨현시스템,033320
화일약품,061250
오리엔트정공,065500
위드텍,348350
에이치피오,357230
스톰테크,352090
와이엠텍,273640
인크레더블버즈,064090
고바이오랩,348150
야스,255440
트루엔,417790
크레오에스지,040350
삼기에너지솔루션즈,419050
안국약품,001540
토마토시스템,393210
딥마인드,223310
제이엔케이글로벌,126880
코메론,049430
컴퍼니케이,307930
DXVX,180400
인크로스,216050
키스트론,475430
에이팩트,200470
3S,060310
KNN,058400
대정화금,120240
덴티스,261200
HC홈센타,060560
세종텔레콤,036630
엔브이에이치코리아,067570
인성정보,033230
케어랩스,263700
LK삼양,225190
삼보모터스,053700
와이제이링크,209640
케이피에프,024880
미트박스,475460
M83,476080
정상제이엘에스,040420
이엘씨,041520
남화산업,111710
대한광통신,010170
팅크웨어,084730
코칩,126730
코아스템켐온,166480
아이에스티이,212710
아티스트컴퍼니,321820
위더스제약,330350
동아화성,041930
씨씨에스,066790
로보로보,215100
폴라리스AI파마,041910
비엠티,086670
대성창투,027830
중앙에너비스,000440
현대공업,170030
창해에탄올,004650
솔디펜스,215090
중앙백신,072020
라온테크,232680
유라테크,048430
제닉스,381620
에이프로,262260
제로투세븐,159580
신테카바이오,226330
에이에스텍,453860
공구우먼,366030
세아메카닉스,396300
하이로닉,149980
아미노로직스,074430
부방,014470
넥스트칩,396270
위너스,479960
엠투아이,347890
에이스토리,241840
케이엔에스,432470
코어라인소프트,384470
서울리거,043710
피제이전자,006140
APS,054620
참좋은여행,094850
신스틸,162300
아티스트스튜디오,200350
HLB제넥스,187420
피노,033790
광림,014200
에프앤가이드,064850
서플러스글로벌,140070
블랙야크아이앤씨,478560
지엘팜텍,204840
제이엔비,452160
네온테크,306620
엔에스이엔엠,078860
서한,011370
티사이언티픽,057680
폴라리스세원,234100
HLB파나진,046210
팬젠,222110
수성웹툰,084180
엔지켐생명과학,183490
지놈앤컴퍼니,314130
SCL사이언스,246960
아이진,185490
아이비김영,339950
세코닉스,053450
레몬,294140
노브랜드,145170
정다운,208140
에이치시티,072990
옵티코어,380540
코스텍시스,355150
피에스텍,002230
엔에프씨,265740
제이씨케미칼,137950
탑코미디어,134580
피엔케이피부임상연구센타,347740
녹십자엠에스,142280
HRS,036640
예림당,036000
지에프씨생명과학,388610
SV인베스트먼트,289080
팬스타엔터프라이즈,054300
유비벨록스,089850
비투엔,307870
메가터치,446540
아스타,246720
레이저옵텍,199550
JW신약,067290
나이스디앤비,130580
노랑풍선,104620
와이랩,432430
신신제약,002800
비트컴퓨터,032850
데이타솔루션,263800
지에스이,053050
상지건설,042940
SDN,099220
세원물산,024830
디케이락,105740
위츠,459100
소노스퀘어,007720
영화테크,265560
한국가구,004590
베노티앤알,206400
금강철강,053260
피앤에스로보틱스,460940
티앤알바이오팹,246710
선바이오,067370
샤페론,378800
알파녹스,043100
TJ미디어,032540
코스맥스엔비티,222040
위지트,036090
진양제약,007370
강동씨앤엘,198440
서울평가정보,036120
링네트,042500
국순당,043650
데이원컴퍼니,373160
한국선재,025550
대창솔루션,096350
제노레이,122310
유라클,088340
바이오스마트,038460
지오엘리먼트,311320
민테크,452200
엠오티,413390
에스넷,038680
세토피아,222810
엔시스,333620
스톤브릿지벤처스,330730
알에프텍,061040
지아이텍,382480
한국컴퓨터,054040
오파스넷,173130
엠투엔,033310
우리산업,215360
제일엠앤에스,412540
경남스틸,039240
케이사인,192250
라온피플,300120
라이온켐텍,171120
일신바이오,068330
삼양케이씨아이,036670
자연과환경,043910
하이딥,365590
신일제약,012790
모비스,250060
한국전자인증,041460
브이원텍,251630
엑시온그룹,069920
오브젠,417860
티플랙스,081150
키이스트,054780
크라우드웍스,355390
한국비티비,219750
퀀타매트릭스,317690
NPX,222160
미래에셋드림스팩1호,442900
우듬지팜,403490
쎄크,081180
저스템,417840
아이엠티,451220
바이젠셀,308080
모베이스,101330
디바이스,187870
시공테크,020710
센코,347000
뱅크웨어글로벌,199480
차이커뮤니케이션,351870
드림씨아이에스,223250
피제이메탈,128660
오픈베이스,049480
코디,080530
코렌텍,104540
파로스아이바이오,388870
차백신연구소,261780
뉴키즈온,462310
에스퓨얼셀,288620
성호전자,043260
iMBC,052220
이노메트리,302430
아크솔루션스,203690
아모센스,357580
심텍홀딩스,036710
SGC E&C,016250
에스엠코어,007820
아이에이,038880
SKAI,357880
강스템바이오텍,217730
에너토크,019990
유니크,011320
심플랫폼,444530
미래생명자원,218150
동일금속,109860
수산아이앤티,050960
한국피아이엠,448900
옵티팜,153710
덕우전자,263600
슈프리마에이치큐,094840
한울반도체,320000
아이엘,307180
아비코전자,036010
흥국에프엔비,189980
캠시스,050110
라이콤,388790
큐에스아이,066310
홈캐스트,064240
그린플러스,186230
액토즈소프트,052790
현대ADM,187660
엘컴텍,037950
삼현철강,017480
이렘,009730
소마젠,950200
사이냅소프트,466410
케이엔더블유,105330
티이엠씨씨엔에스,241790
에스피시스템스,317830
성도이엔지,037350
비큐AI,148780
에이비프로바이오,195990
코콤,015710
한켐,457370
오리콤,010470
HLB펩,196300
씨앤투스,352700
케이엘넷,039420
유니테크노,241690
AP헬스케어,109960
자이글,234920
네오펙트,290660
한일단조,024740
노을,376930
모델솔루션,417970
큐라티스,348080
린드먼아시아,277070
화인써키트,127980
아이씨디,040910
우림피티에스,101170
와이엠씨,155650
재영솔루텍,049630
티비씨,033830
와이어블,065530
조광ILI,044060
블리츠웨이엔터테인먼트,369370
쓰리에이로직스,177900
서남,294630
테라사이언스,073640
삼영엠텍,054540
오상자이엘,053980
한국첨단소재,062970
SM Life Design,063440
KS인더스트리,101000
유신,054930
THE CUBE&,013720
다보링크,340360
알리코제약,260660
한성크린텍,066980
아이큐어,175250
서린바이오,038070
포인트엔지니어링,256630
에코볼트,097780
덕신이피씨,090410
KH 건설,226360
엔피,291230
바이오포트,188040
에스씨디,042110
NEW,160550
모아라이프플러스,142760
네오크레마,311390
텔콘RF제약,200230
플레이디,237820
우리넷,115440
KBI메탈,024840
케이지에이,455180
웨이브일렉트로,095270
바이브컴퍼니,301300
메이슨캐피탈,021880
엔젯,419080
알엔투테크놀로지,148250
큐라클,365270
트윔,290090
구영테크,053270
한울소재과학,091440
셀로맥스사이언스,471820
오하임앤컴퍼니,309930
보라티알,250000
에이치엘사이언스,239610
에이테크솔루션,071670
코닉오토메이션,391710
엑스플러스,373200
제이스텍,090470
코데즈컴바인,047770
에이아이코리아,364950
싸이토젠,217330
아이티센엔텍,010280
흥국,010240
대림제지,017650
희림,037440
인스피언,465480
포스뱅크,105760
탑엔지니어링,065130
리튬포어스,073570
디알젬,263690
유틸렉스,263050
그리티,204020
SG&G,040610
모바일어플라이언스,087260
제너셈,217190
브리지텍,064480
잉크테크,049550
KH 미래물산,111870
RF시스템즈,474610
한국팩키지,037230
푸른기술,094940
우리산업홀딩스,072470
에이엘티,172670
아이디피,332370
아진엑스텍,059120
유에스티,263770
대성하이텍,129920
하츠,066130
케이씨티,089150
포커스에이아이,331380
대원,007680
에이텍모빌리티,224110
피코그램,376180
미디어젠,279600
램테크놀러지,171010
하이퍼코퍼레이션,065650
대주산업,003310
대모,317850
엔투텍,227950
포인트모바일,318020
현대에이치티,039010
대륙제관,004780
이글루,067920
파워넷,037030
웰크론,065950
와이엠,007530
캔버스엔,210120
디티씨,066670
지니너스,389030
TS인베스트먼트,246690
제일바이오,052670
하스,450330
토탈소프트,045340
알비더블유,361570
포시에스,189690
경창산업,024910
셀바이오휴먼텍,318160
유일에너테크,340930
씨유테크,376290
엔지스테크널러지,208860
티디에스팜,464280
인지디스플레,037330
픽셀플러스,087600
엔비티,236810
일지테크,019540
HB인베스트먼트,440290
상보,027580
해성에어로보틱스,059270
에스코넥,096630
윙입푸드,900340
디지틀조선,033130
팬엔터테인먼트,068050
인스웨이브,450520
엘엠에스,073110
태양,053620
센서뷰,321370
씨엔알리서치,359090
DGI,099520
제일테크노스,038010
인지소프트,100030
라메디텍,462510
가온그룹,078890
쎄니트,037760
EDGC,245620
손오공,066910
나노,187790
링크제니시스,219420
CNT85,056730
이스트에이드,239340
신화인터텍,056700
에프엔씨엔터,173940
YBM넷,057030
이상네트웍스,080010
대유,290380
제이투케이바이오,420570
씨이랩,189330
나라엠앤디,051490
푸드웰,005670
프로이천,321260
효성오앤비,097870
파수,150900
에이치엠넥스,036170
한싹,430690
삼천리자전거,024950
푸드나무,290720
다원넥스뷰,323350
옴니시스템,057540
웨이버스,336060
프롬바이오,377220
시그네틱스,033170
원풍,008370
윈팩,097800
동아엘텍,088130
피엔에이치테크,239890
빛과전자,069540
이글벳,044960
에코바이오,038870
아이로보틱스,066430
파이오링크,170790
에스디생명공학,217480
엔텔스,069410
이삭엔지니어링,351330
액트로,290740
SGA솔루션즈,184230
더블유에스아이,299170
삼화네트웍스,046390
옵트론텍,082210
디와이디,219550
씨피시스템,413630
캐프,198080
러셀,217500
우리로,046970
위세아이텍,065370
오비고,352910
옵티시스,109080
진매트릭스,109820
모비데이즈,363260
지더블유바이텍,036180
와이즈버즈,273060
동우팜투테이블,088910
이엠넷,123570
E8,418620
인포뱅크,039290
핸디소프트,220180
이스트아시아홀딩스,900110
뉴트리,270870
원익큐브,014190
코위버,056360
KX하이텍,052900
아이톡시,052770
승일,049830
RF머트리얼즈,327260
팸텍,271830
파라텍,033540
이오플로우,294090
알피바이오,314140
우원개발,046940
휴엠앤씨,263920
파루,043200
우양,103840
영림원소프트랩,060850
오픈놀,440320
코셈,360350
네이블,153460
블루콤,033560
대성파인텍,104040
오션인더블유,052300
프리엠스,053160
알에프세미,096610
고려제약,014570
티엔엔터테인먼트,131100
그린생명과학,114450
현우산업,092300
얼라인드,238120
한네트,052600
피플바이오,304840
아이지넷,462980
EG,037370
브레인즈컴퍼니,099390
인산가,277410
비비씨,318410
아이빔테크놀로지,460470
나무기술,242040
한독크린텍,256150
삼기,122350
시선AI,340810
누리플렉스,040160
머큐리,100590
아스플로,159010
남화토건,091590
모니터랩,434480
케일럼,258610
마이크로투나노,424980
경남제약,053950
큐캐피탈,016600
셀루메드,049180
케이피엠테크,042040
에이루트,096690
에쎈테크,043340
리더스코스메틱,016100
케이이엠텍,106080
서진오토모티브,122690
캐리소프트,317530
모아텍,033200
대창스틸,140520
동방선기,099410
제이에스티나,026040
테크엘,064520
닷밀,464580
컬러레이,900310
오가닉티코스메틱,900300
삼성스팩8호,448740
상신전자,263810
알파칩스,117670
더라미,032860
디에이피,066900
캐리,313760
엔젠바이오,354200
플랜티넷,075130
앤디포스,238090
백금T&A,046310
프로티아,303360
아이퀘스트,262840
코스나인,082660
하이즈항공,221840
바이오톡스텍,086040
아이씨에이치,368600
메가엠디,133750
버넥트,438700
이노뎁,303530
파인디앤씨,049120
코퍼스코리아,322780
아세아텍,050860
화신정공,126640
마니커에프앤지,195500
케이디켐,221980
일월지엠엘,178780
코리아에셋투자증권,190650
폴라리스우노,114630
카티스,140430
KBG,318000
세림B&G,340440
네오티스,085910
코맥스,036690
아이언디바이스,464500
네오오토,212560
케이씨피드,025880
디티앤씨알오,383930
에코캡,128540
위즈코프,038620
삼일기업공사,002290
동일기연,032960
앱코,129890
서연탑메탈,019770
시큐레터,418250
유니온바이오메트릭스,203450
씨큐브,101240
애드바이오텍,179530
엠젠솔루션,032790
티케이지애강,022220
휴맥스,115160
캡스톤파트너스,452300
에스씨엠생명과학,298060
뉴온,123840
애머릿지,900100
국영지앤엠,006050
넥사다이내믹스,351320
PN풍년,024940
스페코,013810
이루온,065440
동국알앤에스,075970
이노시뮬레이션,274400
원티드랩,376980
오공,045060
서암기계공업,100660
에스제이그룹,306040
나노실리칸첨단소재,286750
자비스,254120
헝셩그룹,900270
오토앤,353590
신라섬유,001000
비씨월드제약,200780
대동스틸,048470
한국맥널티,222980
핑거스토리,417180
YW,051390
제이티,089790
아이즈비전,031310
제이엠티,094970
NHN벅스,104200
바른손,018700
뷰티스킨,406820
모아데이타,288980
씨싸이트,109670
이원컴포텍,088290
성우전자,081580
디케이앤디,263020
루멘스,038060
파인메딕스,387570
모비릭스,348030
아이크래프트,052460
진시스템,363250
DH오토리드,290120
제놀루션,225220
KB오토시스,024120
신진에스엠,138070
벡트,457600
삼진,032750
율호,072770
파버나인,177830
NE능률,053290
빛샘전자,072950
캐스텍코리아,071850
엠아이큐브솔루션,373170
힘스,238490
나래나노텍,137080
한국큐빅,021650
에스켐,475660
대신정보통신,020180
와토스코리아,079000
형지I&C,011080
기가레인,049080
피엔티엠에스,257370
원바이오젠,307280
DH오토웨어,025440
케이엠,083550
GH신소재,130500
엠브레인,169330
누보,332290
동양파일,228340
아이티아이즈,372800
쏘닉스,088280
아우딘퓨쳐스,227610
